id,text,category,confidence,source
8ccdf6146812-1,"Documents filed by the Appellant together with the memorandum of claim included the Appellant’s NSSF statement covering the period 2008 upto August 2018, employment identification card, a demand lette...",court,53.61%,model
8ccdf6146812-2,"At the trial, the Appellant testified that she worked for the Respondent for 10 years, working from 6.00am to 6.00pm, working on holidays, without leave and without overtime payment.  That after work ...",court,51.99%,model
8ccdf6146812-3,The trial Court delivered its judgment on 23/7/2021 and returned a finding that the Appellant had been fairly terminated upon being given a termination notice and notice of impending termination follo...,court,56.70%,model
8ccdf6146812-4,"whether the Appellant is entitled to the reliefs sought in the trial Court.
On the first issue, it was a common ground that the Appellant was employed by the Respondent as a day security guard in 2008...",court,53.81%,model
8ccdf6146812-5,"On the second issue, and having made a finding that termination of the Appellant’s employment was unfair, and taking into consideration the circumstances in which the Appellant’s employment was termin...",court,54.21%,model
8ccdf6146812-6,"The claim for unremitted deductions was not proved, and cannot be granted.  I have severally stated, and I repeat it here, that once statutory deductions are made from an employee’s salary by an emplo...",court,53.85%,model
8df1a77d473b-0,"REPUBLIC OF KENYA
IN THE ENVIRONMENT AND LAND COURT 
AT MALINDI
ELC SUIT NO. 98 OF 2018
SWALEH ABDIL KADIR ……………………………………….………. PLAINTIFF
VERSUS
NATIONAL HOUSING CORPORATION …………..……………. 1ST DEFENDANT...",court,54.38%,model
8df1a77d473b-1,"PLAINTIFF’S CASE
 PW1 adopted his Witness Statement  dated 30th April 2018 and produced the documents in the list of documents as Pex No 1 to 18 save for the valuation report.
 PW1 stated that he was ...",court,52.45%,model
8df1a77d473b-2,"DEFENDANT’S CASE
 DW1 Joshua Odege Sanduk a licenced Surveyor adopted his Witness Statement dated 1st July 2019 and stated that he had been an employee of the 1st Defendant for 13 years. He testified ...",court,54.24%,model
8df1a77d473b-3,"e) Specific performance
f) Restitution
g) Declarations or
h) Costs.
The Plaintiff sought special damages in the sum of Kshs. 12,000,000/- indicating that being the sum expended in constructing the bui...",court,54.52%,model
8df1a77d473b-4,"The Plaintiff also prayed for loss of future earnings in the form of rental income at the rate of Kshs. 31,000/-. In the case of Douglas Kalafa Ombeva v David Ngama [2013] eKLR, the Court of Appeal he...",court,53.22%,model
8df1a77d473b-5,"Loss of future earnings in the form of rental income from the suit land as the same rate of Kshs. 31,000.00 a month from the 1st day of March, 2018 until the date of the judgment herein.
An order is h...",court,53.93%,model
a2a823d70dc8-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT MAKUENI
IN THE   HIGH COURT OF KENYA AT MAKUENI
CONSTITUTIONAL   PETITION (REV) NO.  127/2022.
IN THE   MATTER OF ARTICLES  22(1) 23 (1) (3)(d), 24(1) (...",court,54.84%,model
a2a823d70dc8-1,"He was convicted   and sentenced to 10 years’ imprisonment    on each count to run concurrently on 17th December 2018 in Kilungu MC SOA 18/18.
He then filed an appeal - HCCRA 2/19.
On 11th October 201...",court,56.24%,model
a2a823d70dc8-2,"It is my view that the orders sought by the petitioner   are actually a further appeal disguised as a petition/ criminal revision. They can only come from the superior court.  
In the circumstances th...",court,56.85%,model
276a61fc5ef4-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT NAIROBI
CIVIL APPEAL NO. E762 OF 2021
MANA PAHRMACY LTD……................................. APPELLANT
-VERSUS-
SAI PHARMACEUTICALS LTD……………..........RESP...",court,57.37%,model
276a61fc5ef4-1,The parties filed submissions as follows: the appellant submitted that the learned magistrate erred in law and misdirected himself in paragraph 9 of the ruling by noting that the appellant had failed ...,court,55.79%,model
276a61fc5ef4-2,The respondent submitted that the learned magistrate analysed the law and considered the appellant’s counsel’s submission on point of territorial jurisdiction and doctrine of duplicity. The Magistrate...,court,57.71%,model
276a61fc5ef4-3,"The plaint describes the physical office of the defendant as based in Nairobi.  A suit can be filed where the defendant resides or where the cause of action arose.
 The Court of Appeal in Christopher ...",court,55.96%,model
4e7e95871380-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT NAIROBI
CIVIL CASE NO. 373 OF 2010
HEZEKIAH OIRA.................................................. PLAINTIFF
VERSUS
PATRICK QUARCOO……….....................",court,55.87%,model
4e7e95871380-1,"The letter of 8th June 2020 was covered by qualified privileges as it aimed to discharge a private duty, the defendant as the Chief Executive Officer of Radio Africa Limited had a legitimate interest ...",court,54.96%,model
4e7e95871380-2,The respondent Hezekia Oira filed a replying affidavit sworn on 25/4/2023 opposing the application dated 6/3/2023 in which he deponed that the judgment in HCCC No. 373 of 2010 was delivered on 24/2/20...,court,55.55%,model
4e7e95871380-3,“This Court has said before and it would bear repeating that while the legal duty is on an applicant to prove the allegation that an appeal would be rendered nugatory because a respondent would be una...,court,56.34%,model
4e7e95871380-4,"I also find that the applicant has deposited security for the due performance of the decree. 
In the case of Patrick Ngetakimanzi vs Marcus Mutuamuluvi & 2 Others- High Court Election Petition No. 8 o...",court,55.80%,model
f6b9652e729d-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT BUNGOMA
CIVIL APPEAL NO 22 OF 2016
KINGSLEY MUTALI SEKAPCHANGA…………………...APPELLANT
VERSUS
ANNE MULONGO…………………………………….1ST RESPONDENT
EMMANUEL MULONGO……………...",court,55.14%,model
f6b9652e729d-1,"That the learned trial magistrate erred in law and in fact in allowing the 1st and 2nd respondent’s claim when the same had not been proved on a balance of probability as required by law.
That the lea...",court,56.78%,model
f6b9652e729d-2,They also advanced that the appellant was clear in his evidence that he paid all the balance of the purchase price to the 3rd respondent who was to remit the same to the 1st and 2nd respondents. The 1...,court,55.19%,model
f6b9652e729d-3,"Emmanuel Situma Sikanga (Pw1) testified that he sold to the appellant 6 acres of land for Kshs 360,000/- and was paid Kshs 195,000/-. He was later paid Kshs. 7,000/- but he is yet to receive the balan...",court,53.38%,model
f6b9652e729d-4,"There was no evidence that the balance of Kshs 158,000/- was paid to the 1st and 2nd respondents. The appellant testified that he deposited money with the 3rd respondent for onward transmission of the...",court,52.06%,model
f6b9652e729d-5,The 3rd respondent filed its statement of defence but did not present any evidence to challenge the evidence of the appellant. The evidence of the appellant therefore remained uncontroverted. After a ...,court,55.28%,model
eea7855f528f-0,"IN THE HIGH COURT AT NAIROBI
MILIMANI LAW COURTS
CIVIL DIVISION (APPELLATE SIDE)
CORAM: D. S. MAJANJA J.
CIVIL APPEAL NO. E793 OF 2021
BETWEEN
LA SALLE CATHOLIC PRIMARY SCHOOL ………………..……………………. APPELL...",court,55.68%,model
eea7855f528f-1,"By a ruling dated 20.09.2021 (“the Ruling”), the Adjudicator held that the Appellant had not explained how it would be prejudiced if the court allowed the application for additional evidence to be add...",court,56.63%,model
eea7855f528f-2,"Further, under section 17 of the SCCA, the court is empowered to control its own procedure in determination of claims before it and in exercise of that control, the court shall have regard to the rule...",court,57.62%,model
eea7855f528f-3,"Having read the record, I hold the Adjudicator erred in failing to grant the Respondent an opportunity to make its case. The Respondent requested for an opportunity to make a formal application. While...",court,55.64%,model
49b01ceb9aec-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT NAIROBI
COMMERCIAL AND TAX DIVISION
COMMERCIAL CASE NO 391 OF 2015
INDIGO TELCOM LIMITED ……..…………… PLAINTIFF/APPLICANT
AND -
INDEPENDENT ELECTORAL AND B...",court,56.35%,model
49b01ceb9aec-1,"In explaining the delay, it was averred that the advocate who had the conduct of the matter had not filed the notice of appeal although she had informed the applicant’s counsel that the same had been ...",court,56.30%,model
49b01ceb9aec-2,It was further submitted that the delay was not inordinate or intentional as it was caused by error of Counsel. That the appeal raised matters of general public importance and the applicants would not...,court,56.51%,model
49b01ceb9aec-3,"The principles applicable in an application for leave out of time were also considered by the Supreme Court in Nicholas Kiptoo Korir Arap Salat Vs.  IEBC and 7 Others [2014] eKLR as follows: -
“The un...",court,55.03%,model
49b01ceb9aec-4,"The respondents opposed the application on the ground that the delay was inordinate and the reasons advanced by the applicant are not sufficient.
I am of the view that, it is not uncommon that advocat...",court,55.54%,model
71db2edce00c-0,"REPUBLIC OF KENYA
IN THE EMPLOYMENT AND LABOUR RELATIONS COURT OF KENYA AT NAIROBI
CAUSE NO. 2449 OF 2017
MUTWIRI TITUS ERASTUS■CLAIMANT 
- VERSUS -
ZHONGMEI ENGINEERING GROUP LIMITED………………………………………1S...",court,53.01%,model
71db2edce00c-1,"The claimant’s case was that through a letter dated 30.08.2017, the 2nd respondent being a consultant for a project known as the Western Transmission (Kabete-Uthiru-Karen) Pipeline Lot 2, directed the...",court,50.67%,model
71db2edce00c-2,To answer the 1st issue the Court returns that parties were in a contract of service. The claimant was employed by the letter dated 30.08.2017 to work for the Resident Engineer in the project as plead...,court,51.54%,model
71db2edce00c-3,He prayed for leave pay which was not quantified. The Court finds that he had worked for only 2 months and had not earned leave per section 28 of the Employment Act as he had not worked for an aggrega...,court,54.26%,model
4efb9f2a163f-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT NAIROBI
ANTI-CORRUPTION & ECONOMIC CRIMES DIVISION
CIVIL APPLICATION NO. E010 OF 2023
ASSSETS RECOVERY AGENCY..............................................",court,53.89%,model
4efb9f2a163f-1,"The applicant’s case
The application coming for consideration in this Judgement is the Originating Motion dated 15/05/2023 brought under Sections 90 & 92 of the Proceeds of Crime and Anti-Money Launde...",court,55.85%,model
4efb9f2a163f-2,"THAT the 1st Respondent is a British National and sole director of the 2nd Respondent and is the beneficiary of the funds in account numbers 0512388001 (KSH), 5512388001 (USD) and 0579377002 (USD) hel...",court,53.30%,model
4efb9f2a163f-3,THAT the investigations have revealed that this is a scheme of money 'laundering aimed at disguising the source and destination of the funds hence proceeds of crime pursuant to the Provisions of Proce...,court,51.94%,model
4efb9f2a163f-4,"Gitonga also deposed those investigations had uncovered that the 1st Respondent’s father had been convicted over massive fraud that had involved 500 million USD in Dubai.
The source of the funds in th...",court,51.64%,model
4efb9f2a163f-5,The 2nd Respondent was incorporated in 2019 with its core business being the import and sale of motorbike seat covers which were imported from Pakistan. The funds were sourced from Bank One and were d...,court,51.04%,model
4efb9f2a163f-6,Bank One in Mauritius is subject to the Financing Intelligence and Anti-Money Laundering Act which required the Bank to report any suspicious transactions and not seek closure of the accounts. The Ban...,court,52.01%,model
4efb9f2a163f-7,"The Plaintiff’s submissions
The applicant submitted that the 1st Respondent was not a director or shareholder of Dalton Limited and was thus not privy to the share transfer agreement from which he cla...",court,52.66%,model
4efb9f2a163f-8,The Applicant submitted that money launders usually create complex schemes to camouflage and conceal assets and benefits from criminal activities just as the 1st Respondent had moved money from jurisd...,court,53.75%,model
4efb9f2a163f-9,"The Respondent’s submissions 
The Respondents submitted that the 1st Respondent is a man of great business acumen with the capacity to identify opportunities globally who grew his wealth from a capita...",court,52.08%,model
4efb9f2a163f-10,"Learned Counsel for the Respondents relied on the following cases to support their submissions:
Asset Recovery -v- Bala (Anti-Corruption and Economic Crimes Civil Suit number E005 of 2021 (2022) KEHC ...",court,52.08%,model
4efb9f2a163f-11,"The threshold for proof is therefore on a balance of probabilities and the legal burden falls on the Assets Recovery Agency.
It is also evident from a reading of Section 92(4) of the Proceeds of Crime...",court,55.67%,model
4efb9f2a163f-12,"“The  letter, spirit purpose, and gravamen of the  Proceeds of Crime and Anti-Money Laundering Act is to ensure that one doesn’t benefit from criminal  conduct and that should any proceeds of criminal...",court,55.16%,model
4efb9f2a163f-13,78. ■The concept of “unexplained assets” and its forfeiture under Sections 26 and 55 (2) of ACECA is neither founded on criminal proceedings nor conviction for a criminal offence or economic crime. Se...,court,54.97%,model
4efb9f2a163f-14,In this case the Applicant’s contention that the impugned funds are proceeds of crime is premised on the ground that the 1st Respondent had transferred the funds from one jurisdiction to another befor...,court,53.50%,model
4efb9f2a163f-15,The 1st Respondent’s case is that the source of the funds was the sale of his mother and sister’s shares in a company known as Dalton Limited.  He annexed a Sale Agreement dated 13th November 2017 bet...,court,52.18%,model
4efb9f2a163f-16,I have carefully considered the 1st Respondent’s claim that the source of the funds was the sale of his mother and sister’s share in Dalton Limited.  I am however not persuaded that that is the case. ...,court,53.83%,model
4efb9f2a163f-17,The facts and circumstances of this case are distinguishable from the case of Assets Recovery Agency v Bala (Anti-Corruption and Economic Crimes Civil Suit E005 of 2021) [2021] KEHC 11829 (KLR) becaus...,court,54.64%,model
4efb9f2a163f-18,"………….…………….
E. MAINA
JUDGE",court,54.28%,model
f233fd6ed943-0,"REPUBLIC OF KENYA
IN THE EMPLOYMENT AND LABOUR RELATIONS COURT OF KENYA AT MACHAKOS
CAUSE NO.E006 OF 2022
PATRICK MWONGERA NJIIRI■CLAIMANT 
- VERSUS -
MARS WRIGLEY CONFECTIONERY (K) LIMITED..............",court,53.52%,model
f233fd6ed943-1,"That on the night of 02.03.2022 he was on night shift when an accident occurred past 10:30 pm. That while he was picking glucose from a rack by moving the machine called Walk Behind, the tank tipped s...",court,51.01%,model
f233fd6ed943-2,"That thereafter his employment was terminated effective 15.03.2022. with the responded computing and paying his terminal dues at the sum of Kshs.378,229.33. 
That at the time of termination the claima...",court,52.02%,model
f233fd6ed943-3,"To answer the 3rd issue, the Court returns that the termination was not unfair both in procedure and substance. In particular, the claimant received the show cause letter, he responded, he attended th...",court,51.13%,model
f233fd6ed943-4,"Signed, dated and delivered by video-link and in court at Nairobi this Friday 17th November, 2023.
BYRAM ONGAYA
PRINCIPAL JUDGE",court,54.63%,model
2b763ae3ab08-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT NAIROBI
COMMERCIAL AND TAX DIVISION
INCOME TAX APPEAL NO E011 OF 2022
COMMISSIONER OF DOMESTIC TAXES ………………. APPELLANT
VERSUS -
LUCAS WAITHAKA GITERE ……...",court,54.26%,model
2b763ae3ab08-1,"In opposition to the appeal, the respondent filed a statement of facts dated 23/2/2023. He contended that he was a landlord whose sole income emanated from his two properties situate in Nakuru County....",court,54.04%,model
2b763ae3ab08-2,Counsel submitted that the respondent discharged his burden of proof by providing the information required in line with section 56(1) of the Tax Procedures Act and section 30 of the Tax Appeals Tribun...,court,53.36%,model
2b763ae3ab08-3,"In the present case, it is evident that in the notice of objection, the tax payer stated that he had paid his taxes and availed the letter dated 3/3/2015 where he had previously informed the appellant...",court,53.53%,model
2b763ae3ab08-4,"Based on the foregoing, I find no error on the Tribunals holding that the objection decision was premature. 
Accordingly, the Court finds the appeal to be without merit and the same is dismissed with ...",court,57.24%,model
23b4d37896c9-0,"REPUBLIC OF KENYA
HIGH COURT OF KENYA AT ELDORET
SUCCESSION CAUSE NO. 213 OF 2012
IN THE MATTER OF THE ESTATE OF FRANCIS KARISHO NGUTI - DECEASED
SARAH WANJIRU KARISHO....................................",court,56.71%,model
23b4d37896c9-1,"In the Supporting Affidavit, the 1st Objector has deponed that she and the deceased were husband and wife having gotten married under Kikuyu Customary law in 1995, the marriage was blessed with 3 chil...",court,56.89%,model
23b4d37896c9-2,"Petitioners’ Response
The Application is opposed by the Petitioners vide the Replying Affidavit sworn by the 1st Petitioner and filed on 26/10/2022 through Messrs Mathai Mwangi & Co. Advocates. In the...",court,55.69%,model
23b4d37896c9-3,"1st Objector’s Supplementary Affidavit
In opposition, the 1st Objector vide the Supplementary Affidavit filed on 14/11/2022, reiterated that the 1st Petitioner is an imposter and a stranger to the est...",court,56.34%,model
23b4d37896c9-4,"Hearing of the Application
It was then directed, and agreed, that the Application be canvassed by way of written Submissions. Pursuant thereto, the 1st Objector filed her Submissions on 14/11/2022 and...",court,55.24%,model
23b4d37896c9-5,"1st Objector’s Submissions
Counsel for the 1st Objector submitted that the Petitioners instituted these Succession Cause without the knowledge of the Objectors, the 1st Petitioner is claiming to be th...",court,57.46%,model
23b4d37896c9-6,"Counsel submitted further that the allegations by the 1st Petitioner that she raised and paid school fees for the 1st Petitioner’s children is misleading, by the Ruling dated 7/09/2014 the ex parte or...",court,56.96%,model
23b4d37896c9-7,"1st Petitioner’s Submissions
On whether the 1st Petitioner was a “spouse”, Counsel cited Section 2 of the Marriage Act 2014 and submitted that the 1st Petitioner was a spouse to the deceased because s...",court,55.06%,model
23b4d37896c9-8,"Regarding preference in appointment of Administrators, Counsel submitted that the 1st Petitioner ought to be given preference, she has equal status as the 1st Objector since she was married to the dec...",court,56.42%,model
23b4d37896c9-9,"On her part, the 1st Petitioner claims that she was a second wife to the deceased having begun cohabiting with the deceased from the year 2000. She states that she already had one child before she met...",court,57.74%,model
23b4d37896c9-10,"Be that as it may, the parties have to appreciate that, at this stage, the Court is only dealing with the sole issue of appointment of an Administrator to the estate. It is therefore premature for the...",court,55.44%,model
23b4d37896c9-11,"In the circumstances, considering that the status of the 1st Objector as a widow is not contested and weighing it against the Petitioners’ conduct of appearing to avoid, defy or ignore the Court order...",court,56.63%,model
23b4d37896c9-12,"………………………..
WANANDA J. R. ANURO
JUDGE",court,53.84%,model
071e515056ae-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT ELDORET
CIVIL CASE NO. 3 OF 2022
(FORMERLY KITALE ELC CASE NO. 5 OF 2016
AMIT AGGARWAL (suing as administrator of the 
estate of GURCHARAN DASS AGGARWAL...",court,54.96%,model
071e515056ae-1,"Now before the Court is the Plaintiff’s Application (Notice of Motion) dated 23/08/2022 seeking orders as follows:
Spent.
THAT the Honourable Court be pleased to issue an order to review, vary and/or ...",court,53.66%,model
071e515056ae-2,"THAT upon opening and transferring the said funds into an independent joint interest earning account, there be an order directing the Defendant/Respondent to provide quarterly statements of account to...",court,55.86%,model
071e515056ae-3,"In the Affidavit, the Plaintiff deponed that upon the said consent order being adopted as an order of the Court, he paid the sum of Kshs 9,000,000/- to the Defendant which was to be deposited in a joi...",court,53.41%,model
071e515056ae-4,"Defendant’s Response
The Defendant opposed the Application vide the Replying Affidavit sworn by one Margaret Jepkemo and filed on 31/10/2022 through Messrs G&A Advocates LLP. She described herself as ...",court,52.79%,model
071e515056ae-5,"Plaintiff’s Supplementary Affidavit
In a rejoinder, the Applicant filed a Supplementary Affidavit on 2/11/2022. He deponed that the Defendant’s Replying Affidavit is a confirmation that the Defendant ...",court,53.06%,model
071e515056ae-6,"Plaintiff’s Submissions
Counsel for Applicant submitted that upon the consent order being adopted, the Plaintiff released the Kshs. 9,000,000/- to the Respondent which amount was to be deposited in a ...",court,53.66%,model
071e515056ae-7,"Defendant’s Submissions
Counsel for Applicant submitted that upon receipt of the Kshs 9,000,000/- from the Plaintiff, the Defendant opened a Business Banking Account No. 01282130554700 in the joint na...",court,53.28%,model
071e515056ae-8,"Counsel concluded by maintaining that the order was fully complied with and as such all the prayers sought are moot, if at all the Plaintiff is raising valid and legitimate concerns, then he would hav...",court,57.56%,model
071e515056ae-9,It is therefore clear that Order 45 provides for three circumstances under which an order for review can be made. The first one is where there has been discovery of new and important matter or evidenc...,court,56.36%,model
071e515056ae-10,"From my analysis of the facts set out in the Application, the Plaintiff’s grievance is in regard to the manner in which the Defendant has chosen to implement the consent order or the mode of complianc...",court,54.15%,model
071e515056ae-11,"As regards the Call Deposit Account itself, the Defendant has exhibited a statement bearing the account number 01400130554700 (a different number) indicating that indeed the said Kshs 9,000,000/- was ...",court,52.48%,model
071e515056ae-12,"I also agree with the Plaintiff’s observation that the Call Deposit Account statement reveals that the same was opened on 14/09/2017, about 8 months after the amount of Kshs 9,000,000/- was deposited ...",court,54.38%,model
071e515056ae-13,"The Defendant shall, within seven (7) days from the date hereof, with no deduction or any kind of penalty levied against the account, re-transfer all the funds, monies or amounts placed in the Call De...",court,51.32%,model
071e515056ae-14,"Thereafter, the Defendant shall continue to provide to the Plaintiff regular quarterly statements of account for each year as from the date hereof, not later than on the 5th day of the next quarter of...",court,53.55%,model
1182ca1d674d-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT NAIROBI
CIVIL APPEAL NO. 594 OF 2018
MUTINDWA FARMERS CO-OPERATIVE
SOCIETY LIMITED……....................................... APPELLANT
-VERSUS-
IRIGA FAM...",court,55.16%,model
1182ca1d674d-1,"It is in the best interest of justice that the prayers sought herein are granted.
The appellant filed a replying affidavit sworn on 29/9/2023 in opposition to the application and disposed that a party...",court,56.55%,model
1182ca1d674d-2,"Time for filing appeals from subordinate courts 
Every appeal from a subordinate court to the High Court shall be filed within a period of thirty days from the date of the decree or order appealed aga...",court,56.41%,model
1182ca1d674d-3,"The issues for determination are:
Whether the appeal should be struck off.
Whether the memorandum of appeal is statute time barred.
On the issue as to whether this appeal should be struck out, I find ...",court,56.22%,model
6998b06f2c81-0,"IN THE COURT OF APPEAL AT KISUMU
(CORAM: OMONDI, JA. (IN CHAMBERS)) CIVIL APPLICATION NO.085 OF 2023
RICHARD JESOME WASIKE■APPLICANT
AND
ANTHONY LUSENAKA ................................. 1ST RESPONDE...",court,56.17%,model
6998b06f2c81-1,"A brief background to this matter will help put issues in perspective. The applicant herein participated in the General Elections held on 9th August 2022, and was one of the candidates seeking to be e...",court,54.94%,model
6998b06f2c81-2,"The applicant thus decided to engage another advocate, being Nabibia and Co Advocates, but time for filing a notice of appeal, record of appeal, service of letter bespeaking proceedings and service of...",court,55.32%,model
6998b06f2c81-3,"In addition, the 1st respondent refers to 85 of the Election Act which provides that appeals to the Court of Appeal from the High Court are in relation cases challenging results in the positions of Na...",court,57.27%,model
6998b06f2c81-4,"as were laid down in the case of Nicholas Kiptoo Arap Korir Salat vs Independent Electoral and Boundaries Commission & 7 Others (Supra) in this case, there has been an inordinate delay since Election ...",court,55.99%,model
6998b06f2c81-5,"J. and not R. E Ogolla, J, actually there is no Judge who goes by that identification. The second thing I take note of, as pointed out by the 1st respondent, is that the applicant filed his Petition i...",court,56.25%,model
6998b06f2c81-6,"An appeal under subsection (1A) shall lie to the High Court on matters of law only and shall be:
filed within thirty days of the decision of the
Magistrate’s Court; and
heard and determined within six...",court,57.39%,model
6998b06f2c81-7,"emanating from an election of a member of a County Assembly. In reaching its verdict, the Supreme Court directly took up the question whether the silence in section 75(4) and non-inclusion in section ...",court,56.68%,model
6998b06f2c81-8,"It has to be noted that, what Article 87 requires parliament to do, is not limited to the enactment of legislation setting ‘timelines’ for the disposition of electoral disputes. The Article talks of ‘...",court,53.80%,model
6998b06f2c81-9,"I need not say more, this application would have nowhere to begin, not even one toe on which to pretend to stand, there would be no basis of granting leave to appeal on a matter which has no authority...",court,57.73%,model
e17520dc464c-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA
AT VOI
CIVIL APPEAL NO. E035 OF 2023
DADIUS MOSOTI OYARO.…………………..…APPELLANT/APPLICANT
=VERSUS=
MATILDA NG’ANDU MWANYONYI………………………RESPONDENT
RULING
Before ...",court,55.73%,model
e17520dc464c-1,"Let me put it on record here that I have neither been availed the trial court file, nor the trial court judgment.  However, paragraph 2 of the Memorandum of Appeal refers to an award of Kshs. 200,000/...",court,57.82%,model
e17520dc464c-2,"In those circumstances, I find that the applicant is likely to suffer substantial loss only if the entire amount of award by trial court is paid, and then the appeal succeeds and they find it difficul...",court,55.25%,model
2048bf8f1a42-0,"REPUBLIC OF KENYA
IN THE EMPLOYMENT AND LABOUR RELATIONS COURT OF KENYA AT NAIROBI
CAUSE NO. E6490 OF 2020
JOYCE OLESI OTELA ■CLAIMANT 
- VERSUS -
SURAYA PROPERTY GROUP LIMITED ……. RESPONDENT
(Before ...",court,54.32%,model
2048bf8f1a42-1,"JUDGMENT
The claimant filed the statement of claim amended on 24.02.2021 through Musesya & Company Advocates. The claimant allergec that she was employed by the respondent on20.01.2016 as a Systems Ad...",court,50.41%,model
2048bf8f1a42-2,"Unremitted NHIF from date of employment Kshs.500 x 9 months = Kshs.9,500.00.
Unremitted NSSF from the date of employment Kshs.200 x 19 months = Kshs.3,800.00.
Unremitted PAYE from date of employment K...",court,52.21%,model
2048bf8f1a42-3,"The 1st issue is whether parties were in a contract of service. The claimant testified that she was not issued with a letter of appointment. However, she testified that it was agreed that she earns Ks...",court,52.50%,model
924c763e3577-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT NAIROBI
COMMERCIAL AND TAX DIVISION
HCCOM 320 OF 2014
FORMERLY HCCC 1610 OF 1985 AND ELC 758 OF 2014
A.G.W MURAGE ……………………………………………. 1ST PLAINTIFF
REUBE...",court,54.02%,model
924c763e3577-1,"The plaintiffs contended that, on the instructions of the 1st defendant, the 2nd defendant sold the suit property to the 3rd defendant without notice to them. That the 2nd defendant was negligent in s...",court,54.33%,model
924c763e3577-2,"From the record, the suit was heard by Bosire J (as he then was) on 22/6/1992, 23/6/1992, 28/9/1992 and 16/11/1992. The plaintiff’s witnesses closed their case while the 1st defendant’s witness testif...",court,55.61%,model
924c763e3577-3,"That he was not notified of the sale and the suit property had been sold at an undervalue. According to him, the suit property had been valued at Kshs. 160,000/- but the bank sold it at Kshs. 55,000/-...",court,52.81%,model
924c763e3577-4,"I have considered, the pleadings, the oral testimony and the submissions on record.  The only issue I find for determination is whether the suit property was validly sold. The complaint by the 1st pla...",court,54.67%,model
924c763e3577-5,"“The case at hand is on all fours with that decision in (Ochieng and Another vs Ochieng and Others, Civil Appeal No. 148 of 1995 EALR (supra)) and the conclusions the learned Judge arrived at were the...",court,55.40%,model
924c763e3577-6,“The above understanding of pertinent provisions of the RLA and the Auctioneers Rules leads me to the conclusion that the service of both an adequate statutory notice and a notification of sale are ne...,court,55.17%,model
924c763e3577-7,"The second challenge was that the auction was irregular. Although it was admitted that there was some advertisement in the Kenya Times Newspaper, there was no evidence that the 45day notice was ever s...",court,53.97%,model
924c763e3577-8,"The suit property be re-transferred back to the 1st plaintiff.
The plaintiffs to pay off to the 1st defendant the outstanding amount, which stood at Kshs.40,899/85 together with interest thereon at 14...",court,56.71%,model
500b68fd09f4-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT NAIROBI
CIVIL APPEAL NO. 461 OF 2011
TOM K’OPERE trading as T. O
K’OPERE & CO. ADVOCATES.............................. APPELLANT
-VERSUS-
THE DISCIPLINA...",court,54.24%,model
500b68fd09f4-1,"The appellant refused to release the documents he was holding in respect of the suit property and the 2nd respondent filed the complaint at the LSK on 16/3/2011.
The 1st respondent found that the appe...",court,55.90%,model
500b68fd09f4-2,"Any direct communication between the complainants and the advocate to suggest any instructions.
Any payment of fees or commitment to pay fees so as to create advocate-client relationship.
Clear admiss...",court,53.04%,model
500b68fd09f4-3,The disciplinary committee erred in law and fact in convicting the appellant for professional misconduct when in its own finding at paragraph 21 (page 9) it recognizes that the dealings between the tr...,court,55.75%,model
500b68fd09f4-4,The appellant argued that this is the legal position that he took before being taken to the disciplinary committee and that is why in his letter dated 7/4/2011 indicated that there being no consent fr...,court,52.51%,model
500b68fd09f4-5,The appellant argued that the action by the Appellant Advocate for which the Disciplinary Committee convicted him involved a question of Interpretation of the Law in a Transaction. The Decision of the...,court,55.01%,model
500b68fd09f4-6,"The Appellant as the advocate for the 2nd Respondent received the purchase price for the property from the 2nd Respondent vide Cheque No. 100688 and partly through a direct deposit. Subsequently, the ...",court,53.88%,model
500b68fd09f4-7,“An appeal from the High Court is by way of re-trial and the Court of Appeal is not bound to follow the trial judge’s finding of fact if it appears either that he failed to take account of particular ...,court,55.89%,model
500b68fd09f4-8,"I find that the 1st respondent was right in pointing out at paragraph 31 of their judgment that the appellant was an advocate for both the 2nd respondent and the family of the deceased.
On the issue a...",court,57.89%,model
500b68fd09f4-9,"Dated, Signed and Delivered online via Microsoft Teams at Nairobi this 17th day of November, 2023.
     ………….…………….
 N. ONGERI
    JUDGE
In the presence of:■
……………………………. for the Appellant
……………………………...",court,53.47%,model
